,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
105,Nokia,225 Dual SIM,6438158662049,,,,,,
106,Wiko,Rainbow,6297000512556,,,,,,
107,Huawei,Ascend Y600 Dual SIM,6901443056347,,,,,,
108,Huawei,Ascend Y600 Dual SIM,6901443056354,,,,,,
109,LG,L65,8806084962744,,,,,,
110,LG,L65,8806084960627,,,,,,
111,MaxCom,MM131,5908235972831,,,,,,
112,Kruger&Matz,Soul,5901890004039,,,,,,
113,HTC,Desire 310 Dual SIM,4718487647576,,,,,,
114,Allview,S6 Style,5948790004875,,,,,,
115,Allview,S6 Style,5948790004851,,,,,,
116,Allview,A5 Smiley,5948790004837,,,,,,
117,Allview,A5 Smiley,5948790004844,,,,,,
118,Allview,A4 You,5948790004813,,,,,,
119,Allview,A4 You,5948790004820,,,,,,
120,Huawei,Ascend P7,6901443004843,,,,,,
121,Huawei,Ascend P7,6901443004836,,,,,,
122,Motorola,Moto E,6947681517806,,,,,,
123,Motorola,Moto E,6947681517790,,,,,,
124,Motorola,Moto G LTE,6947681518728,,,,,,
125,Prestigio,MultiPhone 5507 DUO,8595248127081,,,,,,
126,Prestigio,MultiPhone 5507 DUO,8595248127098,,,,,,
127,Allview,V1 Viper I,5948790005087,,,,,,
128,Allview,V1 Viper I,5948790005797,,,,,,
129,Allview,V1 Viper I,5948790005070,,,,,,
130,Allview,V1 Viper I,5948790005780,,,,,,
131,Allview,V1 Viper I,5948790005773,,,,,,
132,HTC,One mini 2,4718487653607,,,,,,
133,Kazam,Trooper2 6.0,5060370510702,,,,,,
134,Allview,E2 Living,5948790005247,,,,,,
135,Allview,P6 Life,5948790005063,,,,,,
136,Allview,X2 Soul,5948790005681,,,,,,
137,Allview,X2 Soul,5948790005094,,,,,,
138,MaxCom,MM432,5908235972862,,,,,,
139,LG,G3,8806084961037,,,,,,
140,LG,G3,8806084961020,,,,,,
141,LG,G3,8806084958235,,,,,,
142,LG,G3,8806084970138,,,,,,
143,LG,G3,8806084965936,,,,,,
144,Samsung,Galaxy S5 Active,8806086506458,,,,,,
145,Samsung,Galaxy S5 Active,8806086506465,,,,,,
146,MaxCom,MM720,5908235972961,,,,,,
147,Telefunken,Enjoy TE1,5901801900511,,,,,,
148,Telefunken,Live TL1,5901801900474,,,,,,
149,Telefunken,Diamond TD1,5901801900467,,,,,,
150,HTC,One E8,4718487658862,,,,,,
151,MaxCom,MM710,5908235972770,,,,,,
152,Sony,Xperia T3,7311271473541,,,,,,
153,Sony,Xperia T3,7311271473565,,,,,,
154,Sony,Xperia T3,7311271473558,,,,,,
155,Goclever,Quantum 600,5906736067988,,,,,,
156,Goclever,Quantum 600,5906736067995,,,,,,
157,Alcatel,One Touch Idol 2S,4894461137933,,,,,,
158,Alcatel,One Touch Idol 2S,4894461137926,,,,,,
159,Alcatel,One Touch Idol 2 mini S,4894461138060,,,,,,
160,Alcatel,One Touch Idol 2 mini S,4894461138046,,,,,,
161,CAT,B15Q,5060280965463,,,,,,
162,Philips,S308,8712581735708,,,,,,
163,Prestigio,MultiPhone 8500 DUO,8595248125513,,,,,,
164,Samsung,GT-i9301i,8806086576840,,,,,,
165,Samsung,GT-i9301i,8806086296168,,,,,,
166,Samsung,GT-i9301i,8806086576741,,,,,,
167,Huawei,Honor 6,6901443026630,,,,,,
168,Huawei,Honor 6,6901443026623,,,,,,
169,Prestigio,Grace,8595248124608,,,,,,
170,Prestigio,Grace,8595248124622,,,,,,
171,BlackBerry,Passport,802975057481,,,,,,
172,BlackBerry,Classic,802975057962,,,,,,
173,Kazam,Thunder2 5.0,5060370510917,,,,,,
174,Kazam,Thunder2 5.0,5060370510900,,,,,,
175,Samsung,Galaxy S5 mini,8806086358743,,,,,,
176,Samsung,Galaxy S5 mini,8806086358385,,,,,,
177,Samsung,Galaxy S5 mini,8806086358552,,,,,,
178,Samsung,Galaxy S5 mini,8806086358453,,,,,,
179,HTC,One M8 Dual SIM,4718487653102,,,,,,
180,Philips,i908,8712581730857,,,,,,
181,Alcatel,One Touch Pop C2,4894461295336,,,,,,
182,LG,G3 s,8806084968036,,,,,,
183,LG,G3 s,8806084968043,,,,,,
184,LG,G3 s,8806084966971,,,,,,
185,Nokia,Lumia 530 Dual SIM,6438158686601,,,,,,
186,Kazam,TV 4.5,5060370511563,,,,,,
187,BenQ,F5,4718755057588,,,,,,
188,myPhone,Funky,5900495296436,,,,,,
189,MaxCom,MM910 Strong,5908235973074,,,,,,
190,MaxCom,MM910 Strong,5908235973005,,,,,,
191,Prestigio,MultiPhone 5508 DUO,8595248125551,,,,,,
192,Prestigio,Multiphone 5504 DUO,8595248125698,,,,,,
193,Nokia,130 Dual SIM,6438158688834,,,,,,
194,Nokia,130 Dual SIM,6438158688841,,,,,,
195,Nokia,130 Dual SIM,6438158688858,,,,,,
196,Prestigio,MultiPhone 5453 DUO,8595248125742,,,,,,
197,Prestigio,MultiPhone 5453 DUO,8595248125728,,,,,,
198,Prestigio,MultiPhone 5453 DUO,8595248125735,,,,,,
199,Samsung,Galaxy Alpha,8806086380874,,,,,,
200,Samsung,Galaxy Alpha,8806086381710,,,,,,
201,Samsung,Galaxy Alpha,8806086435147,,,,,,
202,Samsung,Galaxy Alpha,8806086383271,,,,,,
203,Allview,X2 Twin,5948790006039,,,,,,
204,Samsung,Galaxy Note 4,8806086473170,,,,,,
205,Samsung,Galaxy Note 4,8806086473163,,,,,,
206,Samsung,Galaxy Note 4,8806086473101,,,,,,
207,Samsung,Galaxy Note 4,8806086473132,,,,,,
208,Lark,Phablet 6.0,1019363,,,,,,
209,Lark,Cirrus 4,5901592830851,,,,,,
210,LG,L Bello,8806084974051,,,,,,
211,LG,L Fino,8806084966926,,,,,,
212,LG,L Fino,8806084965554,,,,,,
213,LG,L50 Sporty,8806084966940,,,,,,
214,Kruger&Matz,Live 2,5901890005128,,,,,,
215,Prestigio,MultiPhone 5505 DUO,8595248122352,,,,,,
216,Prestigio,MultiPhone 5505 DUO,8595248122345,,,,,,
217,Samsung,GT-E1200R,8806086332057,,,,,,
218,Samsung,GT-E1200R,8806086332071,,,,,,
219,Sony,Xperia E3,7311271492184,,,,,,
220,Sony,Xperia E3,7311271492320,,,,,,
221,Sony,Xperia E3,7311271477976,,,,,,
222,Sony,Xperia E3,7311271492160,,,,,,
223,Sony,Xperia Z3 Compact,7311271492054,,,,,,
224,Sony,Xperia Z3 Compact,7311271492061,,,,,,
225,Sony,Xperia Z3 Compact,7311271492085,,,,,,
226,Sony,Xperia Z3 Compact,7311271492078,,,,,,
227,Samsung,Galaxy Note Edge,8806086627429,,,,,,
228,Samsung,Galaxy Note Edge,8806086627467,,,,,,
229,Nokia,Lumia 830,6438158690158,,,,,,
230,Nokia,Lumia 830,6438158690165,,,,,,
231,Nokia,Lumia 830,6438158690141,,,,,,
232,Nokia,Lumia 730 Dual SIM,6438158690097,,,,,,
233,Nokia,Lumia 730 Dual SIM,6438158690073,,,,,,
234,Nokia,Lumia 730 Dual SIM,6438158690066,,,,,,
235,HTC,Desire 820,4718487665242,,,,,,
236,HTC,Desire 820,4718487665235,,,,,,
237,Huawei,Ascend G7,6901443034574,,,,,,
238,Huawei,Ascend G7,6901443035861,,,,,,
239,Huawei,Ascend G7,6901443034819,,,,,,
240,Huawei,Ascend Mate 7,6901443028153,,,,,,
241,Huawei,Ascend Mate 7,6901443028146,,,,,,
242,CAT,S50,5060280965562,,,,,,
243,Motorola,Moto X 2nd Gen,6947681521513,,,,,,
244,Motorola,Moto X 2nd Gen,6947681521988,,,,,,
245,Motorola,Moto G 2nd Gen,6947681519619,,,,,,
246,Sony,Xperia Z3 Dual SIM,7311271501862,,,,,,
247,Sony,Xperia Z3 Dual SIM,7311271501855,,,,,,
248,Sony,Xperia Z3 Dual SIM,7311271501848,,,,,,
249,Allview,V1 Viper e,5948790006336,,,,,,
250,Allview,V1 Viper e,5948790006381,,,,,,
251,BenQ,T3,4718755057571,,,,,,
252,Allview,V1 Viper S4G,5948790006701,,,,,,
253,Allview,V1 Viper S4G,5948790006718,,,,,,
254,Philips,S388,8712581729233,,,,,,
255,Meizu,MX4,6937520003584,,,,,,
256,Meizu,MX4,6937520003492,,,,,,
257,Meizu,MX4,6937520003270,,,,,,
258,Telefunken,Enjoy TE,5901801901051,,,,,,
259,Telefunken,Enjoy TE,5901801901044,,,,,,
260,Telefunken,Enjoy TE,5901801901068,,,,,,
261,Telefunken,Enjoy TE,5901801901037,,,,,,
262,Telefunken,Enjoy TE2,5901801901396,,,,,,
263,Telefunken,Enjoy TE2,5901801901389,,,,,,
264,Telefunken,Live TL2,5901801901365,,,,,,
265,Telefunken,Live TL2,5901801901358,,,,,,
266,Samsung,Metro 312,8806086343350,,,,,,
267,Samsung,Metro 312,8806086343336,,,,,,
268,Lark,Cirrus 5,5901592831162,,,,,,
269,Lark,Cirrus 5,5901592831179,,,,,,
270,myPhone,Luna,5902052860272,,,,,,
271,Apple,iPhone 6,888462039420,,,,,,
272,Apple,iPhone 6,888462062244,,,,,,
273,Apple,iPhone 6,888462062534,,,,,,
274,Apple,iPhone 6,888462062824,,,,,,
275,Apple,iPhone 6 Plus,888462039727,,,,,,
276,Apple,iPhone 6 Plus,888462039123,,,,,,
277,Apple,iPhone 6 64GB,888462064439,,,,,,
278,Apple,iPhone 6 64GB,888462064279,,,,,,
279,Apple,iPhone 6 64GB,888462063982,,,,,,
280,Apple,iPhone 6 128GB,888462063692,,,,,,
281,Apple,iPhone 6 128GB,888462063111,,,,,,
282,Apple,iPhone 6 128GB,888462063401,,,,,,
283,Apple,iPhone 6 Plus 64GB,888462041225,,,,,,
284,Apple,iPhone 6 Plus 64GB,888462041522,,,,,,
285,Apple,iPhone 6 Plus 64GB,888462040921,,,,,,
286,Apple,iPhone 6 Plus 128GB,888462040020,,,,,,
287,Apple,iPhone 6 Plus 128GB,888462040624,,,,,,
288,Apple,iPhone 6 Plus 128GB,888462040327,,,,,,
289,Samsung,Galaxy S5 mini duos,8806086431095,,,,,,
290,Samsung,Galaxy S5 mini duos,8806086431118,,,,,,
291,Samsung,Galaxy S5 mini duos,8806086431071,,,,,,
292,Samsung,Galaxy S5 mini duos,8806086431088,,,,,,
293,HTC,Desire Eye,4718487661626,,,,,,
294,Samsung,Galaxy Core Prime,8806086573481,,,,,,
295,Samsung,Galaxy Core Prime,8806086573474,,,,,,
296,Samsung,Galaxy A5,8806086578950,,,,,,
297,Samsung,Galaxy A5,8806086578875,,,,,,
298,Samsung,Galaxy A5,5907595628181,,,,,,
299,Samsung,Galaxy A5,5907595628174,,,,,,
300,Samsung,Galaxy A5,5907595628204,,,,,,
301,Samsung,Galaxy A5,5907595628198,,,,,,
302,Samsung,Galaxy A5,8806086578271,,,,,,
303,Samsung,Galaxy A5,8806086578387,,,,,,
304,Samsung,Galaxy V,8806086337748,,,,,,
305,Samsung,Galaxy Pocket 2,8806086518567,,,,,,
306,Kruger&Matz,Live 2 LTE,5901890005456,,,,,,
307,Motorola,Nexus 6,6947681522619,,,,,,
308,Motorola,Nexus 6,6947681522626,,,,,,
309,Prestigio,MultiPhone 5517 DUO,8595248124530,,,,,,
310,Huawei,Honor Holly,6901443065448,,,,,,
311,Huawei,Honor Holly,6901443065431,,,,,,
312,Huawei,Honor Holly,6901443049455,,,,,,
313,MaxCom,MM461,5908235973180,,,,,,
314,MaxCom,MM822,5908235972978,,,,,,
315,myPhone,S-line 16GB,5902052861736,,,,,,
316,myPhone,S-line 16GB,5902052861729,,,,,,
317,Honor,6,6901443026623,,,,,,
318,myPhone,H-Smart,5902052860678,,,,,,
319,myPhone,H-Smart,5902052860685,,,,,,
320,myPhone,Fun 3,5902052860531,,,,,,
321,Samsung,Galaxy A3 SM-A3009,8806086509886,,,,,,
322,Samsung,Galaxy A3 SM-A3009,8806086510011,,,,,,
323,Samsung,Galaxy A3 SM-A3009,8806086509459,,,,,,
324,Samsung,Galaxy A3 SM-A3009,8806086569385,,,,,,
325,Manta,Duo Galactic MS6001,5907377863717,,,,,,
326,Kruger&Matz,Soul 2,5901890007184,,,,,,
327,Microsoft,Lumia 535 Dual SIM,6438158702127,,,,,,
328,Microsoft,Lumia 535 Dual SIM,6438158702110,,,,,,
329,Microsoft,Lumia 535 Dual SIM,6438158702134,,,,,,
330,Microsoft,Lumia 535 Dual SIM,6438158702141,,,,,,
331,Huawei,Ascend Y330,6901443004430,,,,,,
332,myPhone,Halo 2,5902052860548,,,,,,
333,myPhone,Halo 2,5902052860555,,,,,,
334,myPhone,Halo 2,5902052862061,,,,,,
335,myPhone,Halo 2,5902052864379,,,,,,
336,myPhone,Halo 2,5902052860548,,,,,,
337,Wiko,Lenny,6297000512648,,,,,,
338,Wiko,Goa,6297000512624,,,,,,
339,Prestigio,MultiPhone 3502 DUO,8595248127067,,,,,,
340,Pentagram,Rebel 4.7,5901443124153,,,,,,
341,Wiko,Sunset,6297000512631,,,,,,
342,Wiko,Bloom,6297000512549,,,,,,
343,Samsung,Galaxy S4 VE,8806086206501,,,,,,
344,Samsung,Galaxy S4 VE,8806086088145,,,,,,
345,HTC,Desire 620G,4718487665037,,,,,,
346,HTC,Desire 620G,4718487665044,,,,,,
347,Huawei,Ascend G620S,6901443030088,,,,,,
348,Goclever,Quantum 400 Lite,5906736069500,,,,,,
349,Manta,MS1701 Vintage,5907377863403,,,,,,
350,Sony,Xperia E4,7311271510222,,,,,,
351,Sony,Xperia E4,7311271510253,,,,,,
352,Honor,6 Plus,6901443056491,,,,,,
353,Honor,6 Plus,6901443056507,,,,,,
354,Honor,6 Plus,6901443056484,,,,,,
355,Allview,P5 Life,5948790006695,,,,,,
356,Allview,P4 Life,5948790006688,,,,,,
357,Samsung,Galaxy A7,8806086926508,,,,,,
358,Samsung,Galaxy A7,8806086926492,,,,,,
359,Samsung,Galaxy A7,8806086926485,,,,,,
360,HTC,Desire 320,4718487660148,,,,,,
361,HTC,Desire 320,4718487660155,,,,,,
362,LG,G Flex2,8806084981103,,,,,,
363,Asus,ZenFone 2 ZE551ML,4712900089141,,,,,,
364,Asus,ZenFone 2 ZE551ML,4712900074758,,,,,,
365,Asus,ZenFone 2 ZE551ML,4712900074819,,,,,,
366,Asus,ZenFone 2 ZE551ML,4712900074727,,,,,,
367,Asus,ZenFone 2 ZE551ML,4712900074802,,,,,,
368,Nokia,215 Dual SIM,6438158711877,,,,,,
369,Nokia,215 Dual SIM,6438158711860,,,,,,
370,Nokia,215 Dual SIM,6438158711884,,,,,,
371,Microsoft,Lumia 435 Dual SIM,6438158715851,,,,,,
372,Microsoft,Lumia 435 Dual SIM,6438158715899,,,,,,
373,Microsoft,Lumia 435 Dual SIM,6438158715929,,,,,,
374,Microsoft,Lumia 532 Dual SIM,6438158715868,,,,,,
375,Microsoft,Lumia 532 Dual SIM,6438158715882,,,,,,
376,Microsoft,Lumia 532 Dual SIM,6438158715875,,,,,,
377,Allview,P6 Energy,5948790006756,,,,,,
378,MaxCom,MM237,5908235973241,,,,,,
379,MaxCom,MS450,5908235973210,,,,,,
380,M-Life,ML0586,5901890019200,,,,,,
381,M-Life,ML0639,5901890007702,,,,,,
382,Allview,M8 Join,5948790007234,,,,,,
383,Allview,M8 Join,5948790007241,,,,,,
384,Samsung,Galaxy Grand Prime,8806086569002,,,,,,
385,Samsung,Galaxy Grand Prime,8806086568999,,,,,,
386,Samsung,Galaxy Core 2,8806086391320,,,,,,
387,Samsung,Galaxy Core 2,8806086391290,,,,,,
388,Asus,ZenFone C ZC451CG,4712900057508,,,,,,
389,Asus,ZenFone C ZC451CG,4712900057089,,,,,,
390,Asus,ZenFone C ZC451CG,4712900057041,,,,,,
391,Modecom,XINO Z46 X4+,5901885242743,,,,,,
392,Wiko,Riff,6297000512785,,,,,,
393,Wiko,Riff,6297000512600,,,,,,
394,Wiko,Lubi 3,6297000512464,,,,,,
395,Samsung,Galaxy J1 Duos,8806086683654,,,,,,
396,Samsung,Galaxy J1 Duos,8806086683760,,,,,,
397,Samsung,Galaxy J1 Duos,8806086683715,,,,,,
398,Sony,Xperia E4g,7311271520863,,,,,,
399,Sony,Xperia E4g,7311271520870,,,,,,
400,Telefunken,Selfie TS2,5901801901310,,,,,,
401,Telefunken,Selfie TS2,5901801901334,,,,,,
402,Telefunken,Selfie TS2,5901801901341,,,,,,
403,Telefunken,Selfie TS2,5901801901327,,,,,,
404,Manta,TEL1703,5907377864745,,,,,,
405,Goclever,Quantum 550,5906736069920,,,,,,
406,Evolveo,StrongPhone D2,8594161335856,,,,,,
407,LG,Spirit,8806084978400,,,,,,
408,LG,Leon,8806084979674,,,,,,
409,LG,Leon,8806084984616,,,,,,
410,HTC,One M9,1062089,,,,,,
411,HTC,One M9,1062087,,,,,,
412,HTC,One M9,4718487671564,,,,,,
413,HTC,One M9,4718487671557,,,,,,
414,Goclever,Insignia 530 LTE,5906736069982,,,,,,
415,myPhone,Infinity LTE,5902052861163,,,,,,
416,myPhone,Infinity LTE,5902052861156,,,,,,
417,myPhone,Infinity 3G,5902052861132,,,,,,
418,myPhone,Infinity 3G,5902052861149,,,,,,
419,Alcatel,One Touch Idol 3,4894461268057,,,,,,
420,Alcatel,One Touch Idol 3 Dual SIM,4894461316345,,,,,,
421,Samsung,Galaxy S6,8806086706704,,,,,,
422,Samsung,Galaxy S6,8806086877091,,,,,,
423,Samsung,Galaxy S6,8806086693158,,,,,,
424,Samsung,Galaxy S6,8806086693165,,,,,,
425,Samsung,Galaxy S6,8806086764452,,,,,,
426,Samsung,Galaxy S6,8806086764674,,,,,,
427,Samsung,Galaxy S6,8806086877039,,,,,,
428,Samsung,Galaxy S6,8806086693080,,,,,,
429,Samsung,Galaxy S6,8806086693219,,,,,,
430,Samsung,Galaxy S6,8806086693264,,,,,,
431,Samsung,Galaxy S6 Edge,8806086853170,,,,,,
432,Samsung,Galaxy S6 Edge,8806086876773,,,,,,
433,Samsung,Galaxy S6 Edge,8806086890373,,,,,,
434,Samsung,Galaxy S6 Edge,8806086842112,,,,,,
435,Samsung,Galaxy S6 Edge,8806086852906,,,,,,
436,Samsung,Galaxy S6 Edge,8806086853248,,,,,,
437,Samsung,Galaxy S6 Edge,8806086842075,,,,,,
438,Samsung,Galaxy S6 Edge,8806086890540,,,,,,
439,Samsung,Galaxy S6 Edge,8806086890335,,,,,,
440,Samsung,Galaxy S6 Edge,8806086877466,,,,,,
441,Samsung,Galaxy S6 Edge,8806086890557,,,,,,
442,Samsung,Galaxy S6 Edge,8806086853163,,,,,,
443,Microsoft,Lumia 640 Dual SIM,6438158723474,,,,,,
444,Microsoft,Lumia 640 Dual SIM,6438158723467,,,,,,
445,Microsoft,Lumia 640 Dual SIM,6438158723443,,,,,,
446,Microsoft,Lumia 640 Dual SIM,6438158723450,,,,,,
447,Microsoft,Lumia 640 XL LTE,6438158727700,,,,,,
448,Microsoft,Lumia 640 XL LTE,6438158726789,,,,,,
449,Microsoft,Lumia 640 XL LTE,6438158726772,,,,,,
450,Microsoft,Lumia 640 LTE,6438158728202,,,,,,
451,Microsoft,Lumia 640 LTE,6438158728196,,,,,,
452,Microsoft,Lumia 640 LTE,6438158728219,,,,,,
453,Microsoft,Lumia 640 LTE,6438158728189,,,,,,
454,Microsoft,Lumia 640 XL Dual SIM,6438158723559,,,,,,
455,Microsoft,Lumia 640 XL Dual SIM,6438158723573,,,,,,
456,Microsoft,Lumia 640 XL Dual SIM,6438158723580,,,,,,
457,Microsoft,Lumia 640 XL Dual SIM,6438158723498,,,,,,
458,Sony,Xperia M4 Aqua,7311271529071,,,,,,
459,Sony,Xperia M4 Aqua,7311271520818,,,,,,
460,Sony,Xperia M4 Aqua,7311271520733,,,,,,
461,Allview,X2 Soul Pro,5948790007623,,,,,,
462,Allview,X2 Soul Pro,5948790007616,,,,,,
463,Wiko,Highway Pure 4G,6943279406316,,,,,,
464,Wiko,Highway Star 4G,6943279406262,,,,,,
465,Kruger&Matz,Flow,5901890011785,,,,,,
466,Kruger&Matz,Drive 2.1,5901436808794,,,,,,
467,Wiko,Ridge 4G,6943279406057,,,,,,
468,Wiko,Ridge Fab 4G,6943279406125,,,,,,
469,Lark,Cirrus 4.5,5901592831155,,,,,,
470,Lark,Stratus 5,5901592831193,,,,,,
471,Lark,Stratus 5,5901592831186,,,,,,
472,Wiko,Highway Signs,6943279405111,,,,,,
473,Wiko,Highway Signs,6943279405081,,,,,,
474,Wiko,Highway Signs,6943279405098,,,,,,
475,Wiko,Highway Signs,6297000512761,,,,,,
476,Samsung,Galaxy Xcover 3,8806086709613,,,,,,
477,Wiko,Getaway,6943279404435,,,,,,
478,Wiko,Rainbow 4G,6943279405258,,,,,,
479,Goclever,Quantum2 500,5906736069968,,,,,,
480,Samsung,Xcover B550,8806086696418,,,,,,
481,Honor,Holly,6901443065448,,,,,,
482,Honor,Holly,6901443065431,,,,,,
483,Honor,Holly,6901443049462,,,,,,
484,Honor,Holly,6901443049455,,,,,,
485,LG,Leon 3G,8806084981271,,,,,,
486,Wiko,Cink Slim 2,6943279403773,,,,,,
487,Wiko,Cink Slim 2,6943279402424,,,,,,
488,HTC,One M8s,4718487671922,,,,,,
489,HTC,One M8s,1062250,,,,,,
490,HTC,One M8s,1062251,,,,,,
491,HTC,One M8s,4718487671939,,,,,,
492,Samsung,Galaxy J5 SM-J500F,8806088119106,,,,,,
493,Samsung,Galaxy J5 SM-J500F,8806088119144,,,,,,
494,Samsung,Galaxy J5 SM-J500F,8806088119182,,,,,,
495,Samsung,Galaxy J5 SM-J500F,8806086946742,,,,,,
496,Samsung,Galaxy J5 SM-J500F,8806086947138,,,,,,
497,Samsung,Galaxy J5 SM-J500F,8806086949132,,,,,,
498,Honor,4C,6901443056583,,,,,,
499,Honor,4C,6901443056590,,,,,,
500,Honor,4X,6901443056309,,,,,,
501,Honor,4X,6901443056316,,,,,,
502,MaxCom,MM901 Neptun,5908235973272,,,,,,
503,MaxCom,MM901 Neptun,5908235973289,,,,,,
504,Motorola,Moto G XT1072,6947681522695,,,,,,
505,Huawei,P8,6901443058907,,,,,,
506,Huawei,P8,6901443058914,,,,,,
507,Huawei,P8,5908265509229,,,,,,
508,Huawei,P8,5908265509236,,,,,,
509,Huawei,P8,5908265509243,,,,,,
510,myPhone,Halo Q,5902983605676,,,,,,
511,Huawei,P8 Lite,6901443058884,,,,,,
512,Huawei,P8 Lite,6901443058891,,,,,,
513,LG,G4,8806084986092,,,,,,
514,LG,G4,8806084986115,,,,,,
515,LG,G4,8806084988850,,,,,,
516,LG,G4,8806084986108,,,,,,
517,LG,G4,1055474,,,,,,
518,LG,G4 Stylus,8806084989222,,,,,,
519,LG,G4c,8806084991133,,,,,,
520,LG,G4c,8806084991140,,,,,,
521,LG,G4c,8806084991126,,,,,,
522,Kruger&Matz,Flow 2,5901890012591,,,,,,
523,Samsung,Galaxy Grand Neo Plus,8806086569545,,,,,,
524,Samsung,Galaxy Grand Neo Plus,8806086569644,,,,,,
525,Samsung,Galaxy Grand Neo Plus,8806086761703,,,,,,
526,Samsung,Galaxy Grand Neo Plus,8806086569583,,,,,,
527,Samsung,Galaxy Grand Neo Plus,8806086569682,,,,,,
528,Sony,Xperia Z3+,7311271524090,,,,,,
529,Sony,Xperia Z3+,7311271524113,,,,,,
530,Sony,Xperia Z3+,7311271524106,,,,,,
531,Sony,Xperia Z3+,7311271524083,,,,,,
532,MaxCom,MM819,5908235973456,,,,,,
533,MaxCom,MM819,5908235973470,,,,,,
534,MaxCom,MM819,5908235973463,,,,,,
535,myPhone,Halo X,5902052861705,,,,,,
536,Meizu,M2 Note,6937520006981,,,,,,
537,Nokia,105 Dual SIM,6438158736108,,,,,,
538,Nokia,105 Dual SIM,6438158736092,,,,,,
539,Telefunken,Vision,5901801901402,,,,,,
540,Kruger&Matz,Drive 3,5901890013505,,,,,,
541,Philips,S309,8712581736194,,,,,,
542,Philips,S309,8712581736200,,,,,,
543,Philips,S309,8712581736187,,,,,,
544,Allview,X2 Xtreme,5948790008453,,,,,,
545,Philips,Xenium E560,8712581736248,,,,,,
546,Alcatel,One Touch Idol 3 4.7,4894461316475,,,,,,
547,Alcatel,One Touch Idol 3 4.7,4894461267890,,,,,,
548,Allview,P6 Qmax,5948790008002,,,,,,
549,Allview,P6 Qmax,5948790007999,,,,,,
550,CAT,B30,5060280967832,,,,,,
551,Honor,7,6901443080861,,,,,,
552,Honor,7,6901443080854,,,,,,
553,Meizu,MX5,6937520005847,,,,,,
554,Honor,7 16 GB,6901443080861,,,,,,
555,be,United 3,6297000512181,,,,,,
556,Goclever,Quantum 450 Lite,5906736069951,,,,,,
557,Goclever,Quantum 500 Lite,5906736069944,,,,,,
558,myPhone,Hammer Axe,5902052862030,,,,,,
559,myPhone,Hammer Axe,5902052862023,,,,,,
560,myPhone,Hammer Axe LTE,5902052862047,,,,,,
561,myPhone,Hammer Axe LTE,5902052862054,,,,,,
562,myPhone,Hammer 2,5902052862122,,,,,,
563,myPhone,Hammer 2,5902052862139,,,,,,
564,myPhone,Hammer 2+,5902052862153,,,,,,
565,myPhone,Hammer 2+,5902052862146,,,,,,
566,Motorola,Moto G 2015,6947681526839,,,,,,
567,Motorola,Moto G 2015,6947681526846,,,,,,
568,Samsung,Galaxy Grand Prime SM-G531F,8806086859097,,,,,,
569,Samsung,Galaxy Grand Prime SM-G531F,8806086858854,,,,,,
570,Samsung,Galaxy Grand Prime SM-G531F,8806086858977,,,,,,
571,Huawei,G8,6901443088102,,,,,,
572,Huawei,G8,6901443088119,,,,,,
573,Motorola,Moto X Play,6947681527683,,,,,,
574,Motorola,Moto X Play,6947681527676,,,,,,
575,Meizu,M2,6937520007315,,,,,,
576,Meizu,M2,6937520007278,,,,,,
577,Meizu,M2,6937520007391,,,,,,
578,Motorola,Moto X Style,6947681527652,,,,,,
579,Motorola,Moto X Style,6947681527669,,,,,,
580,CAT,S40,5060280968877,,,,,,
581,Samsung,Galaxy S5 Neo G903F,8806088046297,,,,,,
582,Samsung,Galaxy S5 Neo G903F,8806088022260,,,,,,
583,Samsung,Galaxy S5 Neo G903F,8806088046358,,,,,,
584,Asus,ZenFone 2 Laser 5.0,4712900219357,,,,,,
585,Asus,ZenFone 2 Laser 5.0,4712900160499,,,,,,
586,Asus,ZenFone 2 Laser 5.0,4712900160505,,,,,,
587,Asus,ZenFone 2 Laser 5.0,4712900160482,,,,,,
588,MaxCom,MS551,5908235973647,,,,,,
589,MaxCom,MS505,5908235973609,,,,,,
590,MaxCom,MM136,5908235973500,,,,,,
591,MaxCom,MM136,5908235973517,,,,,,
592,MaxCom,MM136,5908235973524,,,,,,
593,Asus,ZenFone Go ZC500TG,4712900160451,,,,,,
594,Samsung,Galaxy S6 Edge+,8806086985383,,,,,,
595,Samsung,Galaxy S6 Edge+,8801643000738,,,,,,
596,Samsung,Galaxy S6 Edge+,8806086968119,,,,,,
597,Samsung,Galaxy S6 Edge+,8801643022037,,,,,,
598,Lenovo,Phab Plus,889955602084,,,,,,
599,Lenovo,Phab Plus,889955602190,,,,,,
600,Lenovo,Phab Plus,889955602091,,,,,,
601,Wiko,Rainbow Lite 4G,6943279407016,,,,,,
602,Huawei,Y635,6901443057184,,,,,,
603,Huawei,Y635,6901443057191,,,,,,
604,Wiko,Selfy 4G,6943279407283,,,,,,
605,Wiko,Selfy 4G,6943279407290,,,,,,
606,Wiko,Selfy 4G,6943279406576,,,,,,
607,Coolpad,Porto,6939939609722,,,,,,
608,Coolpad,Porto,6939939609562,,,,,,
609,Coolpad,Modena,6939939609739,,,,,,
610,Coolpad,Modena,6939939609524,,,,,,
611,Coolpad,Modena,6939939609531,,,,,,
612,Samsung,Galaxy S4 mini GT-I9195I,8806085704480,,,,,,
613,Samsung,Galaxy S4 mini GT-I9195I,8806086111386,,,,,,
