,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
1476,Huawei,P30 Pro,6901443292530,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,null
1477,Huawei,P30 Pro,6901443284665,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-pro-8-256-black.bhtml#afterSearch-6901443284665||||product
1478,Huawei,P30 Pro,6901443292578,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-pro-6-128-black.bhtml#afterSearch-6901443292578||||product
1479,Huawei,P30 Pro,6901443292561,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-pro-6-128-twilight.bhtml#afterSearch-6901443292561||||product
1480,Huawei,P30 Pro,6901443292554,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-pro-6-128-blue.bhtml#afterSearch-6901443292554||||product
1481,Huawei,P30 Pro,6901443346547,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-pro-128-mystic-blue-huawei.bhtml#afterSearch-6901443346547||||product
1482,Samsung,Galaxy A70,8801643829766,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA70/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a70-black-samsung.bhtml#afterSearch-8801643829766||||product
1483,Samsung,Galaxy A70,8801643830052,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA70/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a70-blue-samsung.bhtml#afterSearch-8801643830052||||product
1484,Samsung,Galaxy A70,8801643829636,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA70/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a70-coral-samsung.bhtml#afterSearch-8801643829636||||product
1485,Samsung,Galaxy A70,8801643830137,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA70/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a70-white-samsung.bhtml#afterSearch-8801643830137||||product
1486,Huawei,P30 Lite,6901443285662,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-lite-black-huawei.bhtml#afterSearch-6901443285662||||product
1487,Huawei,P30 Lite,6901443285655,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-lite-blue-huawei.bhtml#afterSearch-6901443285655||||product
1488,Huawei,P30 Lite,6901443285648,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P30Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p30-lite-white-huawei.bhtml#afterSearch-6901443285648||||product
1489,Honor,8A,6901443281596,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/8A/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-8a-gold.bhtml#afterSearch-6901443281596||||product
1490,Honor,8A,6901443281602,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/8A/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-8a-blue.bhtml#afterSearch-6901443281602||||product
1491,Honor,8A,6901443281619,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/8A/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-8a-black.bhtml#afterSearch-6901443281619||||product
1492,Samsung,Galaxy A50 Dual SIM,8801643757182,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA50DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a50-sm-a505-czarny.bhtml#afterSearch-8801643757182||||product
1493,Samsung,Galaxy A50 Dual SIM,8801643757021,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA50DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a50-sm-a505-niebieski.bhtml#afterSearch-8801643757021||||product
1494,Samsung,Galaxy A50 Dual SIM,8801643757038,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA50DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a50-sm-a505-bialy.bhtml#afterSearch-8801643757038||||product
1495,Samsung,Galaxy A50 Dual SIM,8801643815820,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA50DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a50-coral-samsung.bhtml#afterSearch-8801643815820||||product
1496,Hisense,Infinity F27,6941785712358,null,null,null,null,https://www.mgsm.pl/pl/katalog/Hisense/InfinityF27/,null
1497,Archos,Core 62S,690590037649,null,null,null,null,https://www.mgsm.pl/pl/katalog/Archos/Core62S/,null
1498,Oppo,A1k,6944284646599,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A1k/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a1k-black-oppo.bhtml#afterSearch-6944284646599||||product
1499,Oppo,A1k,6944284646605,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/A1k/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-a1k-red-oppo.bhtml#afterSearch-6944284646605||||product
1500,Redmi,7,6941059620174,3 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7-64gb-eclip-black-xiaomi.bhtml#afterSearch-6941059620174||||product
1501,Redmi,7,6941059620143,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7-32gb-eclip-black-xiaomi.bhtml#afterSearch-6941059620143||||product
1502,Redmi,7,6941059620167,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7-32gb-comet-blue-xiaomi.bhtml#afterSearch-6941059620167||||product
1503,Redmi,7,6941059620150,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7-32gb-lunar-red-xiaomi.bhtml#afterSearch-6941059620150||||product
1504,Ulefone,Armor 6E,6937748733072,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor6E/,null
1505,Ulefone,Armor 6E,6937748733089,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/Armor6E/,null
1506,Doogee,X90,6924351676407,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90-black.bhtml#afterSearch-6924351676407||||product
1507,Doogee,X90,6924351676414,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90-blue.bhtml#afterSearch-6924351676414||||product
1508,Doogee,X90L,6924351678517,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90L/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90l-purple.bhtml#afterSearch-6924351678517||||product
1509,Doogee,X90L,6924351678524,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90L/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90l-black.bhtml#afterSearch-6924351678524||||product
1510,Doogee,X90L,6924351678500,3 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X90L/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x90l-green.bhtml#afterSearch-6924351678500||||product
1511,Huawei,P Smart Z,6901443319749,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/PSmartZ/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p-smart-z-green-huawei.bhtml#afterSearch-6901443319749||||product
1512,Huawei,P Smart Z,6901443303199,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/PSmartZ/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p-smart-z-sapphire-blue-huawei.bhtml#afterSearch-6901443303199||||product
1513,Huawei,P Smart Z,6901443303182,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/PSmartZ/,https://www.euro.com.pl/telefony-komorkowe/huawei-smartfon-p-smart-z-midnight-black-huawei.bhtml#afterSearch-6901443303182||||product
1514,Honor,20 Lite,6901443290949,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20Lite/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-lite-4-128-red.bhtml#afterSearch-6901443290949||||product
1515,Honor,20 Lite,6901443290925,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20Lite/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-lite-4-128-black.bhtml#afterSearch-6901443290925||||product
1516,Honor,20 Lite,6901443290932,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20Lite/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-lite-4-128-blue.bhtml#afterSearch-6901443290932||||product
1517,OnePlus,7,6921815607922,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7-8-256-mirror-gray-oneplus.bhtml#afterSearch-6921815607922||||product
1518,OnePlus,7 Pro,6921815607373,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7Pro/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7-pro-8-256-mirror-gray-oneplus.bhtml#afterSearch-6921815607373||||product
1519,OnePlus,7 Pro,6921815607380,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7Pro/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7-pro-8-256-almond-oneplus.bhtml#afterSearch-6921815607380||||product
1520,OnePlus,7 Pro,6921815607397,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7Pro/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7-pro-8-256-nebula-blue-oneplus.bhtml#afterSearch-6921815607397||||product
1521,OnePlus,7 Pro,6921815607403,12 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/OnePlus/7Pro/,https://www.euro.com.pl/telefony-komorkowe/oneplus-smartfon-7pro-12-256-nebula-blue-oneplus.bhtml#afterSearch-6921815607403||||product
1522,Motorola,One Vision Dual SIM,723755134386,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/OneVisionDualSIM/,null
1523,Motorola,One Vision Dual SIM,723755134409,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/OneVisionDualSIM/,null
1524,Asus,ZenFone 6 ZS630KL,4718017315074,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone6ZS630KL/,null
1525,Honor,20 Pro,6901443301478,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20Pro/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-pro-8-256-blue.bhtml#afterSearch-6901443301478||||product
1526,Honor,20 Pro,6901443301461,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20Pro/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-pro-8-256-black.bhtml#afterSearch-6901443301461||||product
1527,Honor,20,6901443301454,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-6-128-blue.bhtml#afterSearch-6901443301454||||product
1528,Honor,20,6901443301447,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/20/,https://www.euro.com.pl/telefony-komorkowe/honor-smartfon-honor-20-6-128-black.bhtml#afterSearch-6901443301447||||product
1529,Samsung,Galaxy A20e Dual SIM,8801643887575,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA20eDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a20e-white-samsung.bhtml#afterSearch-8801643887575||||product
1530,Samsung,Galaxy A20e Dual SIM,8801643887568,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA20eDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a20e-black-samsung.bhtml#afterSearch-8801643887568||||product
1531,Samsung,Galaxy A20e Dual SIM,8801643887599,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA20eDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a20e-blue-samsung.bhtml#afterSearch-8801643887599||||product
1532,Samsung,Galaxy A20e Dual SIM,8801643887582,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA20eDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a20e-coral-samsung.bhtml#afterSearch-8801643887582||||product
1533,Samsung,Galaxy A80 Dual SIM,8801643977511,8 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA80DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a80-black-samsung.bhtml#afterSearch-8801643977511||||product
1534,Samsung,Galaxy A80 Dual SIM,8801643977481,8 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA80DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a80-gold-samsung.bhtml#afterSearch-8801643977481||||product
1535,Samsung,Galaxy A80 Dual SIM,8801643977542,8 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA80DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a80-silver-samsung.bhtml#afterSearch-8801643977542||||product
1536,Redmi,7A,6941059625957,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7a-2-32gb-gem-blue-xiaomi.bhtml#afterSearch-6941059625957||||product
1537,Redmi,7A,6941059625926,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7a-2-16gb-mat-blac-xiaomi.bhtml#afterSearch-6941059625926||||product
1538,Redmi,7A,6941059625933,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7a-2-16gb-mat-blue-xiaomi.bhtml#afterSearch-6941059625933||||product
1539,Redmi,7A,6941059625940,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7a-2-32gb-mat-blac-xiaomi.bhtml#afterSearch-6941059625940||||product
1540,Redmi,7A,6941059626879,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Redmi/7A/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-redmi-7a-2-32gb-gem-red-xiaomi.bhtml#afterSearch-6941059626879||||product
1541,Doogee,X100,6924351690519,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/X100/,null
1542,Doogee,X100,6924351690502,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/X100/,null
1543,Samsung,Galaxy A10 Dual SIM,8801643996529,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA10DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a10-black-samsung.bhtml#afterSearch-8801643996529||||product
1544,Samsung,Galaxy A10 Dual SIM,8801643996499,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA10DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a10-blue-samsung.bhtml#afterSearch-8801643996499||||product
1545,Nokia,2.2,6438409034267,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/2.2,https://www.euro.com.pl/telefony-komorkowe/nokia-2-2-ta-1188-czarny.bhtml#afterSearch-6438409034267||||product
1546,TP-Link,Neffos C7s,6935364087920,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC7s/,null
1547,Samsung,Galaxy XCover 4S Dual SIM,8801643995379,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyXCover4SDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-xcover-4s-black-samsung.bhtml#afterSearch-8801643995379||||product
1548,HTC,Desire 19+,4718487714803,null,null,null,null,null,null
1549,Xiaomi,Mi 9T,6941059624646,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-64gb-carbo-black-xiaomi.bhtml#afterSearch-6941059624646||||product
1550,Xiaomi,Mi 9T,6941059624639,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-64gb-glacie-blue-xiaomi.bhtml#afterSearch-6941059624639||||product
1551,Xiaomi,Mi 9T,6941059626893,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-64gb-flame-red-xiaomi.bhtml#afterSearch-6941059626893||||product
1552,Xiaomi,Mi 9T,6941059624950,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-128gb-flame-red-xiaomi.bhtml#afterSearch-6941059624950||||product
1553,Xiaomi,Mi 9T,6941059624622,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-128gb-glaci-blue-xiaomi.bhtml#afterSearch-6941059624622||||product
1554,Xiaomi,Mi 9T,6941059624615,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9T/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-6-128gb-carb-black-xiaomi.bhtml#afterSearch-6941059624615||||product
1555,TP-Link,Neffos X20,6935364087678,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosX20/,null
1556,TP-Link,Neffos X20 Pro,6935364087739,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosX20Pro/,null
1557,LG,G8S ThinQ Dual SIM,8806087037746,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G8SThinQDualSIM/,null
1558,LG,G8S ThinQ Dual SIM,8806087037968,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/G8SThinQDualSIM/,null
1559,Kruger&Matz,Move 2,5901436808299,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Move2/,https://www.euro.com.pl/telefony-komorkowe/kruger-matz-move-2-km0411-czarny.bhtml#afterSearch-5901436808299||||product
1560,NOA,N3,3858892620588,null,null,null,null,https://www.mgsm.pl/pl/katalog/NOA/N3/,null
1561,NOA,N3,3858892620595,null,null,null,null,https://www.mgsm.pl/pl/katalog/NOA/N3/,null
1562,myPhone,Pocket Pro,5902983607182,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/PocketPro/,https://www.euro.com.pl/telefony-komorkowe/myphone-smartfon-pocket-pro-blue-myphone.bhtml#afterSearch-5902983607182||||product
1563,Xiaomi,Mi A3,6941059626336,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-64gb-blue-xiaomi.bhtml#afterSearch-6941059626336||||product
1564,Xiaomi,Mi A3,6941059626343,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-64gb-grey-xiaomi.bhtml#afterSearch-6941059626343||||product
1565,Xiaomi,Mi A3,6941059626329,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-64gb-white-xiaomi.bhtml#afterSearch-6941059626329||||product
1566,Xiaomi,Mi A3,6941059626312,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-128gb-grey-xiaomi.bhtml#afterSearch-6941059626312||||product
1567,Xiaomi,Mi A3,6941059626305,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-128gb-blue-xiaomi.bhtml#afterSearch-6941059626305||||product
1568,Xiaomi,Mi A3,6941059626299,4 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiA3/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-a3-4-128gb-white-xiaomi.bhtml#afterSearch-6941059626299||||product
1569,myPhone,Maestro+,5902983605911,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Maestro+/,https://www.euro.com.pl/telefony-komorkowe/myphone-telefon-kom-maestro-czarny-myphone_1.bhtml#afterSearch-5902983605911||||product
1570,myPhone,City 2,5902983606017,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/City2/,https://www.euro.com.pl/telefony-komorkowe/myphone-smartfon-city2-myphone.bhtml#afterSearch-5902983606017||||product
1571,TP-Link,Neffos C9 Max,6935364087630,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC9Max/,null
1572,TP-Link,Neffos C9 Max,6935364087654,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC9Max/,null
1573,Sencor,Element P004,8590669198122,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sencor/ElementP004/,null
1574,Samsung,Galaxy Note 10,8806090035852,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-black.bhtml#afterSearch-8806090035852||||product
1575,Samsung,Galaxy Note 10,8806090158674,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-glow.bhtml#afterSearch-8806090158674||||product
1576,Samsung,Galaxy Note 10,8806090036026,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-pink.bhtml#afterSearch-8806090036026||||product
1577,Samsung,Galaxy Note 10+,8806090033636,12 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10+/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-black_1.bhtml#afterSearch-8806090033636||||product
1578,Samsung,Galaxy Note 10+,8806090147326,12 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10+/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-glow_1.bhtml#afterSearch-8806090147326||||product
1579,Samsung,Galaxy Note 10+,8806090033490,12 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10+/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-aura-white_1.bhtml#afterSearch-8806090033490||||product
1580,Samsung,Galaxy Note 10+,8806090147456,12 GB,512 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyNote10+/,https://www.euro.com.pl/telefony-komorkowe/samsung-note-10-512-aura-glow.bhtml#afterSearch-8806090147456||||product
1581,Xiaomi,Mi 9T Pro,6941059629474,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9TPro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-pro-6-128-pear-whi-xiaomi.bhtml#afterSearch-6941059629474||||product
1582,Xiaomi,Mi 9T Pro,6941059628255,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9TPro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-pro-6-128-black-xiaomi.bhtml#afterSearch-6941059628255||||product
1583,Xiaomi,Mi 9T Pro,6941059628231,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/Mi9TPro/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-smartfon-mi-9t-pro-6-128-flam-red-xiaomi.bhtml#afterSearch-6941059628231||||product
1584,Motorola,One Action Dual SIM,723755135154,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/OneActionDualSIM/,null
1585,Motorola,One Action Dual SIM,723755135161,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/OneActionDualSIM/,null
1586,Oppo,Reno 2,6944284649392,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno2/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-reno2-czarny-oppo.bhtml#afterSearch-6944284649392||||product
1587,Oppo,Reno 2,6944284649408,8 GB,256 GB,2,null,https://www.mgsm.pl/pl/katalog/Oppo/Reno2/,https://www.euro.com.pl/telefony-komorkowe/oppo-smartfon-reno2-niebieski-oppo.bhtml#afterSearch-6944284649408||||product
1588,Samsung,Galaxy A30s Dual SIM,8806090158506,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA30sDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a30s-black-samsung.bhtml#afterSearch-8806090158506||||product
1589,Samsung,Galaxy A30s Dual SIM,8806090158414,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA30sDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a30s-green-samsung.bhtml#afterSearch-8806090158414||||product
1590,Samsung,Galaxy A30s Dual SIM,8806090158360,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA30sDualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-smartfon-galaxy-a30s-white-samsung.bhtml#afterSearch-8806090158360||||product
